FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160306;0000;37,8782;;;
160307;0000;45,9137;;;
160308;0000;38,0699;;;
160309;0000;36,7299;;;
160310;0000;36,6574;;;
160311;0000;34,3462;;;
160312;0000;31,3954;;;
160313;0000;28,2029;;;
160314;0000;31,9571;;;
160315;0000;29,5779;;;
160316;0000;33,7933;;;
160317;0000;39,2199;;;
160318;0000;36,3325;;;
160319;0000;26,3654;;;
160320;0000;44,2541;;;
160321;0000;35,4466;;;
160322;0000;36,9308;;;
160323;0000;34,8458;;;
160324;0000;38,7825;;;
160325;0000;37,5908;;;
160326;0000;40,5533;;;
160327;0000;31,4462;;;
160328;0000;47,4279;;;
160329;0000;46,9699;;;
160330;0000;47,0304;;;
160331;0000;36,4728;;;
160401;0000;41,4023;;;
160402;0000;40,7103;;;
160403;0000;32,5108;;;
160404;0000;29,76;;;
160405;0000;37,335;;;
160406;0000;;;;
160407;0000;;;55,2368;
160408;0000;33,8824;;;
160409;0000;29,5459;;;
160410;0000;26,2654;;;
160411;0000;31,5166;;;
160412;0000;33,2549;;;
160413;0000;27,5975;;;
160414;0000;26,8846;;;
160415;0000;28,61;;;
160416;0000;24,7983;;;
160417;0000;20,1887;;;
160418;0000;22,1961;;;
160419;0000;22,312;;;
160420;0000;24,6433;;;
160421;0000;23,8958;;;
160422;0000;32,0428;;;
160423;0000;23,8887;;;
160424;0000;24,3904;;;
160425;0000;39,4003;;;
160426;0000;34,7533;;;
160427;0000;42,6316;;;
160428;0000;32,5316;;;
160429;0000;30,5587;;;
160430;0000;38,5316;;;
160501;0000;31,5054;;;
160502;0000;39,1087;;;
160503;0000;32,5732;;;
160504;0000;34,4699;;;
160505;0000;33,0537;;;
160506;0000;27,8266;;;
160507;0000;33,0953;;;
160508;0000;24,3362;;;
160509;0000;26,575;;;
160510;0000;31,8487;;;
160511;0000;29,0408;;;
160512;0000;33,7291;;;
160513;0000;35,137;;;
160514;0000;37,9899;;;
160515;0000;24,2604;;;
160516;0000;29,4945;;;
160517;0000;30,7708;;;
160518;0000;29,497;;;
160519;0000;30,0758;;;
160520;0000;29,9904;;;
160521;0000;30,7775;;;
160522;0000;26,4429;;;
160523;0000;39,5691;;;
160524;0000;35,737;;;
160525;0000;34,9808;;;
160526;0000;35,1608;;;
160527;0000;34,4245;;;
160528;0000;31,295;;;
160529;0000;29,195;;;
160530;0000;37,4258;;;
160531;0000;33,7949;;;
160601;0000;46,712;;;
160602;0000;43,5166;;;
160603;0000;44,8188;;;
160604;0000;33,6812;;;
160605;0000;28,5026;;;
160606;0000;34,3991;;;
160607;0000;42,5387;;;
160608;0000;39,3658;;;
160609;0000;46,2479;;;
160610;0000;44,0641;;;
160611;0000;45,8303;;;
160612;0000;44,9008;;;
160613;0000;62,5716;;;
160614;0000;;;5,20833;
160615;0000;;;61,3624;
160616;0000;45,1449;;;
160617;0000;54,4432;;;
160618;0000;59,0851;;;
160619;0000;37,9911;;;
160620;0000;45,797;;;
160621;0000;51,3916;;;
160622;0000;46,424;;;
160623;0000;52,7895;;;
160624;0000;69,8041;;;
160625;0000;44,7386;;;
160626;0000;55,6607;;;
160627;0000;53,3099;;;
160628;0000;66,7744;;;
160629;0000;56,0116;;;
160630;0000;43,5666;;;
160701;0000;46,8087;;;
160702;0000;32,4534;;;
160703;0000;25,2608;;;
160704;0000;39,1783;;;
160705;0000;52,9482;;;
160706;0000;56,2141;;;
160707;0000;51,8853;;;
160708;0000;60,3241;;;
160709;0000;49,7816;;;
160710;0000;32,2233;;;
160711;0000;36,4908;;;
160712;0000;36,5471;;;
160713;0000;30,0704;;;
160714;0000;35,7387;;;
160715;0000;38,1299;;;
160716;0000;32,8945;;;
160717;0000;43,2999;;;
160718;0000;48,4666;;;
160719;0000;41,887;;;
160720;0000;52,8679;;;
160721;0000;47,0045;;;
160722;0000;53,9991;;;
160723;0000;43,3008;;;
160724;0000;39,5604;;;
160725;0000;49,6312;;;
160726;0000;36,6508;;;
160727;0000;49,8153;;;
160728;0000;;;26,0378;
160729;0000;49,2437;;;
160730;0000;54,0403;;;
160731;0000;41,5245;;;
160801;0000;44,1891;;;
160802;0000;51,1912;;;
160803;0000;45,5057;;;
160804;0000;45,3187;;;
160805;0000;47,4787;;;
160806;0000;40,5162;;;
160807;0000;31,7758;;;
160808;0000;36,7145;;;
160809;0000;39,617;;;
160810;0000;43,5745;;;
160811;0000;;;24,916;
160812;0000;34,5054;;;
160813;0000;30,1425;;;
160814;0000;26,4591;;;
160815;0000;33,0953;;;
160816;0000;52,0455;;;
160817;0000;46,2212;;;
160818;0000;42,8154;;;
160819;0000;47,4808;;;
160820;0000;71,147;;;
160821;0000;51,7828;;;
160822;0000;40,7966;;;
160823;0000;42,3924;;;
160824;0000;41,2657;;;
160825;0000;30,2525;;;
160826;0000;27,3362;;;
160827;0000;33,2446;;;
160828;0000;30,2504;;;
160829;0000;;45,9612;;
160830;0000;;59,5317;;
160831;0000;;55,0496;;
160901;0000;47,8046;;;
160902;0000;39,5988;;;
160903;0000;35,65;;;
160904;0000;35,2975;;;
160905;0000;51,4654;;;
160906;0000;47,6725;;;
160907;0000;45,2983;;;
160908;0000;36,6542;;;
160909;0000;42,5833;;;
160910;0000;40,325;;;
160911;0000;28,8071;;;
160912;0000;33,2771;;;
160913;0000;28,9746;;;
160914;0000;42,5483;;;
160915;0000;32,845;;;
160916;0000;36,4033;;;
160917;0000;30,0325;;;
160918;0000;29,4738;;;
160919;0000;28,3429;;;
160920;0000;34,3734;;;
160921;0000;35,2133;;;
160922;0000;33,2938;;;
160923;0000;;;;
160924;0000;28,6111;;;
160925;0000;25,5487;;;
160926;0000;29,9564;;;
160927;0000;40,8513;;;
160928;0000;45,6017;;;
160929;0000;38,4217;;;
160930;0000;33,13;;;
161001;0000;29,6658;;;
161002;0000;19,8171;;;
161003;0000;25,63;;;
161004;0000;23,8875;;;
161005;0000;30,7795;;;
161006;0000;34,6708;;;
161007;0000;33,3954;;;
161008;0000;27,1358;;;
161009;0000;27,5054;;;
161010;0000;32,1387;;;
161011;0000;34,4933;;;
161012;0000;33,7133;;;
161013;0000;35,0857;;;
161014;0000;33,5129;;;
161015;0000;25,7238;;;
161016;0000;21,2137;;;
161017;0000;35,1046;;;
161018;0000;38,4446;;;
161019;0000;38,605;;;
161020;0000;37,6479;;;
161021;0000;34,3517;;;
161022;0000;32,2913;;;
161023;0000;27,0725;;;
161024;0000;28,9633;;;
161025;0000;33,805;;;
161026;0000;36,7009;;;
161027;0000;34,6917;;;
161028;0000;30,5717;;;
161029;0000;26,7025;;;
161030;0000;23,1804;;;
161031;0000;24,7521;;;
161101;0000;27,6067;;;
161102;0000;33,9371;;;
161103;0000;37,4521;;;
161104;0000;34,8004;;;
161105;0000;33,0167;;;
161106;0000;25,2025;;;
161107;0000;29,6683;;;
161108;0000;24,4846;;;
161109;0000;25,8204;;;
161110;0000;24,3882;;;
161111;0000;30,0267;;;
161112;0000;24,8412;;;
161113;0000;19,2771;;;
161114;0000;23,3329;;;
161115;0000;29,4596;;;
161116;0000;26,2158;;;
161117;0000;31,9763;;;
161118;0000;37,1913;;;
161119;0000;29,4025;;;
161120;0000;19,6162;;;
161121;0000;26,6683;;;
161122;0000;27,1446;;;
161123;0000;30,5654;;;
161124;0000;27,0875;;;
161125;0000;23,6383;;;
161126;0000;21,2283;;;
161127;0000;22,2233;;;
161128;0000;28,4683;;;
161129;0000;30,4587;;;
161130;0000;27,28;;;
161201;0000;24,7783;;;
161202;0000;24,2154;;;
161203;0000;16,4575;;;
161204;0000;21,0988;;;
161205;0000;24,5705;;;
161206;0000;30,6925;;;
161207;0000;30,8375;;;
161208;0000;26,2517;;;
161209;0000;24,9521;;;
161210;0000;21,6433;;;
161211;0000;22,6808;;;
161212;0000;28,9946;;;
161213;0000;30,0717;;;
161214;0000;31,7412;;;
161215;0000;29,7313;;;
161216;0000;32,185;;;
161217;0000;26,2258;;;
161218;0000;28,5013;;;
161219;0000;31,2004;;;
161220;0000;30,5529;;;
161221;0000;28,3021;;;
161222;0000;31,2321;;;
161223;0000;38,2529;;;
161224;0000;30,4779;;;
161225;0000;24,8946;;;
161226;0000;32,1683;;;
161227;0000;25,7196;;;
161228;0000;35,6492;;;
161229;0000;33,3021;;;
161230;0000;30,9713;;;
161231;0000;31,4058;;;
170101;0000;28,5696;;;
170102;0000;21,5233;;;
170103;0000;25,0875;;;
170104;0000;24,7129;;;
170105;0000;37,0084;;;
170106;0000;44,3163;;;
170107;0000;30,8883;;;
170108;0000;20,9896;;;
170109;0000;23,825;;;
170110;0000;27,27;;;
170111;0000;25,1638;;;
170112;0000;24,63;;;
170113;0000;24,7267;;;
170114;0000;24,3896;;;
170115;0000;22,3257;;;
170116;0000;26,2617;;;
170117;0000;24,8975;;;
170118;0000;19,475;;;
170119;0000;20,9858;;;
170120;0000;22,1854;;;
170121;0000;24,3992;;;
170122;0000;22,0396;;;
170123;0000;33,0646;;;
170124;0000;35,3196;;;
170125;0000;29,7567;;;
170126;0000;34,2958;;;
170127;0000;32,0741;;;
170128;0000;27,4404;;;
170129;0000;33,5908;;;
170130;0000;40,1192;;;
170131;0000;37,6783;;;
170201;0000;42,79;;;
170202;0000;39,0229;;;
170203;0000;43,9879;;;
170204;0000;37,6017;;;
170205;0000;27,4413;;;
170206;0000;30,9037;;;
170207;0000;34,5467;;;
170208;0000;35,0179;;;
170209;0000;43,6687;;;
170210;0000;42,8425;;;
170211;0000;42,0588;;;
170212;0000;32,3967;;;
170213;0000;37,7667;;;
170214;0000;48,7335;;;
170215;0000;49,9133;;;
170216;0000;37,2729;;;
170217;0000;35,2525;;;
170218;0000;31,2267;;;
170219;0000;25,3783;;;
170220;0000;37,8042;;;
170221;0000;34,0946;;;
170222;0000;45,8025;;;
170223;0000;36,54;;;
170224;0000;63,7213;;;
170225;0000;53,6767;;;
170226;0000;44,3792;;;
170227;0000;35,4291;;;
170228;0000;30,11;;;
170301;0000;29,2921;;;
170302;0000;28,7567;;;
170303;0000;42,1946;;;
170304;0000;38,9508;;;
170305;0000;33,355;;;
170306;0000;40,9442;;;
170307;0000;37,8766;;;
170308;0000;38,1604;;;
170309;0000;42,2817;;;
170310;0000;52,1746;;;
170311;0000;48,2621;;;
170312;0000;37,1633;;;
170313;0000;47,6929;;;
170314;0000;52,0333;;;
170315;0000;50,7892;;;
170316;0000;57,5775;;;
170317;0000;42,28;;;
170318;0000;28,3883;;;
170319;0000;42,2379;;;
170320;0000;64,4692;;;
170321;0000;39,6038;;;
170322;0000;41,0675;;;
170323;0000;51,0946;;;
170324;0000;46,6225;;;
170325;0000;29,4354;;;
170326;0000;27,12;;;
170327;0000;39,3496;;;
170328;0000;38,0946;;;
170329;0000;34,6271;;;
170330;0000;32,8713;;;
170331;0000;40,838;;;
170401;0000;35,0471;;;
170402;0000;26,6604;;;
170403;0000;33,8217;;;
170404;0000;38,2771;;;
170405;0000;35,69;;;
170406;0000;40,273;;;
170407;0000;42,3072;;;
170408;0000;38,0176;;;
170409;0000;33,9386;;;
170410;0000;41,2062;;;
170411;0000;33,3861;;;
170412;0000;47,5782;;;
170413;0000;40,9966;;;
170414;0000;28,2678;;;
170415;0000;27,3193;;;
170416;0000;27,304;;;
170417;0000;32,7413;;;
170418;0000;34,9914;;;
170419;0000;33,9421;;;
170420;0000;41,4402;;;
170421;0000;41,4752;;;
170422;0000;48,8649;;;
170423;0000;36,8466;;;
170424;0000;44,7729;;;
170425;0000;43,0118;;;
170426;0000;45,4661;;;
170427;0000;56,8672;;;
170428;0000;54,8104;;;
170429;0000;41,8813;;;
170430;0000;46,3935;;;
170501;0000;47;;;
170502;0000;46;;;
170503;0000;37;;;
170504;0000;34;;;
170505;0000;43;;;
170506;0000;36;;;
170507;0000;43;;;
170508;0000;50;;;
170509;0000;42;;;
170510;0000;54;;;
170511;0000;42;;;
170512;0000;68;;;
170513;0000;29;;;
170514;0000;18;;;
170515;0000;29;;;
170516;0000;49;;;
170517;0000;37;;;
170518;0000;37;;;
170519;0000;42;;;
170520;0000;42;;;
170521;0000;48;;;
170522;0000;56;;;
170523;0000;48;;;
170524;0000;61;;;
170525;0000;48;;;
170526;0000;34;;;
170527;0000;38;;;
170528;0000;32;;;
170529;0000;32;;;
170530;0000;43;;;
170531;0000;38;;;
170601;0000;51;;;
170602;0000;48;;;
170603;0000;36;;;
170604;0000;33;;;
170605;0000;52;;;
170606;0000;55;;;
170607;0000;;;20;
170608;0000;;;;
170609;0000;55;;;
170610;0000;56;;;
170611;0000;56;;;
170612;0000;61;;;
170613;0000;49;;;
170614;0000;52;;;
170615;0000;44;;;
170616;0000;35;;;
170617;0000;51;;;
170618;0000;37;;;
170619;0000;37;;;
170620;0000;49;;;
170621;0000;52;;;
170622;0000;37;;;
170623;0000;39;;;
170624;0000;41;;;
170625;0000;68;;;
170626;0000;46;;;
170627;0000;43;;;
170628;0000;26;;;
170629;0000;32;;;
170630;0000;38;;;
170701;0000;40;;;
170702;0000;41;;;
170703;0000;37;;;
170704;0000;45;;;
170705;0000;51;;;
170706;0000;39;;;
170707;0000;47;;;
170708;0000;50;;;
170709;0000;46;;;
170710;0000;55;;;
170711;0000;44;;;
170712;0000;40;;;
170713;0000;42;;;
170714;0000;40;;;
170715;0000;39;;;
170716;0000;37;;;
170717;0000;46;;;
170718;0000;50;;;
170719;0000;42;;;
170720;0000;45;;;
170721;0000;40;;;
170722;0000;41;;;
170723;0000;41;;;
170724;0000;41;;;
170725;0000;41;;;
170726;0000;38;;;
170727;0000;39;;;
170728;0000;48;;;
170729;0000;49;;;
170730;0000;38;;;
170731;0000;43;;;
170801;0000;43;;;
170802;0000;41;;;
170803;0000;38;;;
170804;0000;36;;;
170805;0000;35;;;
170806;0000;35;;;
170807;0000;41;;;
170808;0000;42;;;
170809;0000;40;;;
170810;0000;42;;;
170811;0000;43;;;
170812;0000;42;;;
170813;0000;51;;;
170814;0000;42;;;
170815;0000;29;;;
170816;0000;30;;;
170817;0000;32;;;
170818;0000;35;;;
170819;0000;25;;;
170820;0000;32;;;
170821;0000;34;;;
170822;0000;37;;;
170823;0000;37;;;
170824;0000;36;;;
170825;0000;33;;;
170826;0000;37;;;
170827;0000;29;;;
170828;0000;28;;;
170829;0000;35;;;
170830;0000;34;;;
170831;0000;32;;;
170901;0000;26;;;
170902;0000;20;;;
170903;0000;27;;;
170904;0000;32;;;
170905;0000;39;;;
170906;0000;38;;;
170907;0000;41;;;
170908;0000;36;;;
170909;0000;35;;;
170910;0000;35;;;
170911;0000;49;;;
170912;0000;34;;;
170913;0000;31;;;
170914;0000;49;;;
170915;0000;38;;;
170916;0000;41;;;
170917;0000;36;;;
170918;0000;33;;;
170919;0000;23;;;
170920;0000;31;;;
170921;0000;36;;;
170922;0000;29;;;
170923;0000;33;;;
170924;0000;31;;;
170925;0000;28;;;
170926;0000;26;;;
170927;0000;29;;;
170928;0000;37;;;
170929;0000;31;;;
170930;0000;30;;;
171001;0000;22;;;
171002;0000;39;;;
171003;0000;42;;;
171004;0000;36;;;
171005;0000;40;;;
171006;0000;30;;;
171007;0000;21;;;
171008;0000;27;;;
171009;0000;21;;;
171010;0000;30;;;
171011;0000;38;;;
171012;0000;43;;;
171013;0000;43;;;
171014;0000;39;;;
171015;0000;37;;;
171016;0000;35;;;
171017;0000;33;;;
171018;0000;23;;;
171019;0000;37;;;
171020;0000;28;;;
171021;0000;31;;;
171022;0000;27;;;
171023;0000;26;;;
171024;0000;29;;;
171025;0000;24;;;
171026;0000;17;;;
171027;0000;22;;;
171028;0000;23;;;
171029;0000;21;;;
171030;0000;28;;;
171031;0000;30;;;
171101;0000;24;;;
171102;0000;25;;;
171103;0000;28;;;
171104;0000;21;;;
171105;0000;15;;;
171106;0000;20;;;
171107;0000;14;;;
171108;0000;14;;;
171109;0000;15;;;
171110;0000;25;;;
171111;0000;29;;;
171112;0000;18;;;
171113;0000;25;;;
171114;0000;26;;;
171115;0000;22;;;
171116;0000;24;;;
171117;0000;26;;;
171118;0000;27;;;
171119;0000;25;;;
171120;0000;35;;;
171121;0000;31;;;
171122;0000;30;;;
171123;0000;28;;;
171124;0000;29;;;
171125;0000;23;;;
171126;0000;21;;;
171127;0000;28;;;
171128;0000;28;;;
171129;0000;32;;;
171130;0000;27;;;
171201;0000;33;;;
171202;0000;35;;;
171203;0000;26;;;
171204;0000;28;;;
171205;0000;30;;;
171206;0000;31;;;
171207;0000;24;;;
171208;0000;21;;;
171209;0000;24;;;
171210;0000;26;;;
171211;0000;25;;;
171212;0000;32;;;
171213;0000;29;;;
171214;0000;24;;;
171215;0000;24;;;
171216;0000;23;;;
171217;0000;22;;;
171218;0000;26;;;
171219;0000;22;;;
171220;0000;27;;;
171221;0000;34;;;
171222;0000;33;;;
171223;0000;26;;;
171224;0000;28;;;
171225;0000;22;;;
171226;0000;31;;;
171227;0000;25;;;
171228;0000;23;;;
171229;0000;22;;;
171230;0000;19;;;
171231;0000;23;;;
180101;0000;25;;;
180102;0000;25;;;
180103;0000;26;;;
180104;0000;23;;;
180105;0000;24;;;
180106;0000;21;;;
180107;0000;23;;;
180108;0000;23;;;
180109;0000;23;;;
180110;0000;20;;;
180111;0000;24;;;
180112;0000;24;;;
180113;0000;23;;;
180114;0000;19;;;
180115;0000;21;;;
180116;0000;22;;;
180117;0000;25;;;
180118;0000;23;;;
180119;0000;26;;;
180120;0000;21;;;
180121;0000;20;;;
180122;0000;21;;;
180123;0000;24;;;
180124;0000;25;;;
180125;0000;26;;;
180126;0000;26;;;
180127;0000;27;;;
180128;0000;25;;;
180129;0000;28;;;
180130;0000;25;;;
180131;0000;22;;;
180201;0000;26;;;
180202;0000;25;;;
180203;0000;23;;;
180204;0000;26;;;
180205;0000;25;;;
180206;0000;26;;;
180207;0000;24;;;
180208;0000;21;;;
180209;0000;27;;;
180210;0000;29;;;
180211;0000;31;;;
180212;0000;27;;;
180213;0000;34;;;
180214;0000;27;;;
180215;0000;;;26;
180216;0000;;;0;
180217;0000;;;0;
180218;0000;;;0;
180219;0000;;;30;
180220;0000;47;;;
180221;0000;42;;;
180222;0000;42;;;
180223;0000;41;;;
180224;0000;31;;;
180225;0000;23;;;
180226;0000;35;;;
180227;0000;40;;;
180228;0000;41;;;
180301;0000;33;;;
180302;0000;41;;;
180303;0000;36;;;
180304;0000;36;;;
180305;0000;56;;;
180306;0000;61;;;
180307;0000;57;;;
180308;0000;42;;;
180309;0000;49;;;
180310;0000;39;;;
180311;0000;37;;;
180312;0000;43;;;
180313;0000;50;;;
180314;0000;;;;
180315;0000;46;;;
180316;0000;40;;;
180317;0000;36;;;
180318;0000;25;;;
180319;0000;29;;;
180320;0000;35;;;
180321;0000;36;;;
180322;0000;39;;;
180323;0000;50;;;
180324;0000;43;;;
180325;0000;43;;;
180326;0000;46;;;
180327;0000;35;;;
180328;0000;35;;;
180329;0000;37;;;
180330;0000;31;;;
180331;0000;34;;;
180401;0000;40;;;
180402;0000;41;;;
180403;0000;40;;;
180404;0000;39;;;
180405;0000;28;;;
180406;0000;35;;;
180407;0000;34;;;
180408;0000;29;;;
180409;0000;34;;;
180410;0000;27;;;
180411;0000;26;;;
180412;0000;25;;;
180413;0000;29;;;
180414;0000;25;;;
180415;0000;26;;;
180416;0000;25;;;
180417;0000;41;;;
180418;0000;50;;;
180419;0000;34;;;
180420;0000;40;;;
180421;0000;29;;;
180422;0000;34;;;
180423;0000;29;;;
180424;0000;38;;;
180425;0000;36;;;
180426;0000;32;;;
180427;0000;36;;;
180428;0000;34;;;
180429;0000;29;;;
180430;0000;27;;;
180501;0000;21;;;
180502;0000;26;;;
180503;0000;31;;;
180504;0000;43;;;
180505;0000;34;;;
180506;0000;36;;;
180507;0000;35;;;
180508;0000;24;;;
180509;0000;36;;;
180510;0000;37;;;
180511;0000;33;;;
180512;0000;31;;;
180513;0000;38;;;
180514;0000;37;;;
180515;0000;33;;;
180516;0000;33;;;
180517;0000;;;13;
180518;0000;34;;;
180519;0000;39;;;
180520;0000;44;;;
180521;0000;37;;;
180522;0000;45;;;
180523;0000;43;;;
180524;0000;44;;;
180525;0000;39;;;
180526;0000;42;;;
180527;0000;39;;;
180528;0000;34;;;
180529;0000;36;;;
180530;0000;35;;;
180531;0000;29;;;
180601;0000;32;;;
180602;0000;28;;;
180603;0000;35;;;
180604;0000;43;;;
180605;0000;43;;;
180606;0000;52;;;
180607;0000;47;;;
180608;0000;46;;;
180609;0000;40;;;
180610;0000;38;;;
180611;0000;35;;;
180612;0000;51;;;
180613;0000;51;;;
180614;0000;48;;;
180615;0000;56;;;
180616;0000;51;;;
180617;0000;44;;;
180618;0000;46;;;
180619;0000;38;;;
180620;0000;35;;;
180621;0000;37;;;
180622;0000;44;;;
180623;0000;69;;;
180624;0000;31;;;
180625;0000;35;;;
180626;0000;36;;;
180627;0000;35;;;
180628;0000;41;;;
180629;0000;38;;;
180630;0000;34;;;
180701;0000;39;;;
180702;0000;28;;;
180703;0000;29;;;
180704;0000;31;;;
180705;0000;31;;;
180706;0000;39;;;
180707;0000;37;;;
180708;0000;47;;;
180709;0000;39;;;
180710;0000;34;;;
180711;0000;37;;;
180712;0000;36;;;
180713;0000;35;;;
180714;0000;40;;;
180715;0000;37;;;
180716;0000;37;;;
180717;0000;33;;;
180718;0000;27;;;
180719;0000;31;;;
180720;0000;42;;;
180721;0000;55;;;
180722;0000;35;;;
180723;0000;43;;;
180724;0000;40;;;
180725;0000;34;;;
180726;0000;40;;;
180727;0000;33;;;
180728;0000;44;;;
180729;0000;36;;;
180730;0000;38;;;
180731;0000;37;;;
180801;0000;44;;;
180802;0000;31;;;
180803;0000;37;;;
180804;0000;38;;;
180805;0000;44;;;
180806;0000;41;;;
180807;0000;31;;;
180808;0000;42;;;
180809;0000;38;;;
180810;0000;33;;;
180811;0000;35;;;
180812;0000;28;;;
180813;0000;25;;;
180814;0000;38;;;
180815;0000;40;;;
180816;0000;40;;;
180817;0000;35;;;
180818;0000;29;;;
180819;0000;31;;;
180820;0000;39;;;
180821;0000;37;;;
180822;0000;32;;;
180823;0000;32;;;
180824;0000;46;;;
180825;0000;45;;;
180826;0000;32;;;
180827;0000;35;;;
180828;0000;30;;;
180829;0000;25;;;
180830;0000;24;;;
180831;0000;23;;;
180901;0000;25;;;
180902;0000;32;;;
180903;0000;35;;;
180904;0000;32;;;
180905;0000;32;;;
180906;0000;38;;;
180907;0000;38;;;
180908;0000;32;;;
180909;0000;26;;;
180910;0000;34;;;
180911;0000;30;;;
180912;0000;30;;;
180913;0000;29;;;
180914;0000;30;;;
180915;0000;35;;;
180916;0000;33;;;
180917;0000;27;;;
180918;0000;24;;;
180919;0000;21;;;
180920;0000;28;;;
180921;0000;28;;;
180922;0000;27;;;
180923;0000;25;;;
180924;0000;30;;;
180925;0000;34;;;
180926;0000;36;;;
180927;0000;;;16;
180928;0000;;;1;
180929;0000;;;1;
180930;0000;;;1;
181001;0000;;;1;
181002;0000;22;;;
181003;0000;31;;;
181004;0000;39;;;
181005;0000;35;;;
181006;0000;22;;;
181007;0000;20;;;
181008;0000;27;;;
181009;0000;28;;;
181010;0000;32;;;
181011;0000;30;;;
181012;0000;22;;;
181013;0000;22;;;
181014;0000;23;;;
181015;0000;25;;;
181016;0000;30;;;
181017;0000;29;;;
181018;0000;25;;;
181019;0000;30;;;
181020;0000;31;;;
181021;0000;20;;;
181022;0000;30;;;
181023;0000;30;;;
181024;0000;24;;;
181025;0000;29;;;
181026;0000;25;;;
181027;0000;18;;;
181028;0000;19;;;
181029;0000;22;;;
181030;0000;24;;;
181031;0000;19;;;
181101;0000;14;;;
181102;0000;20;;;
181103;0000;20;;;
181104;0000;18;;;
181105;0000;21;;;
181106;0000;25;;;
181107;0000;25;;;
181108;0000;26;;;
181109;0000;28;;;
181110;0000;32;;;
181111;0000;21;;;
181112;0000;24;;;
181113;0000;38;;;
181114;0000;37;;;
181115;0000;37;;;
181116;0000;30;;;
181117;0000;24;;;
181118;0000;20;;;
181119;0000;22;;;
181120;0000;26;;;
181121;0000;30;;;
181122;0000;21;;;
181123;0000;23;;;
181124;0000;20;;;
181125;0000;20;;;
181126;0000;27;;;
181127;0000;32;;;
181128;0000;30;;;
181129;0000;26;;;
181130;0000;22;;;
181201;0000;25;;;
181202;0000;19;;;
181203;0000;21;;;
181204;0000;19;;;
181205;0000;21;;;
181206;0000;23;;;
181207;0000;28;;;
181208;0000;28;;;
181209;0000;28;;;
181210;0000;28;;;
181211;0000;28;;;
181212;0000;30;;;
181213;0000;34;;;
181214;0000;35;;;
181215;0000;31;;;
181216;0000;29;;;
181217;0000;34;;;
181218;0000;26;;;
181219;0000;23;;;
181220;0000;26;;;
181221;0000;24;;;
181222;0000;28;;;
181223;0000;21;;;
181224;0000;20;;;
181225;0000;21;;;
181226;0000;22;;;
181227;0000;19;;;
181228;0000;19;;;
181229;0000;21;;;
181230;0000;21;;;
181231;0000;22;;;
190101;0000;28;;;
190102;0000;29;;;
190103;0000;27;;;
190104;0000;25;;;
190105;0000;30;;;
190106;0000;22;;;
190107;0000;25;;;
190108;0000;24;;;
190109;0000;20;;;
190110;0000;19;;;
190111;0000;22;;;
190112;0000;24;;;
190113;0000;19;;;
190114;0000;20;;;
190115;0000;20;;;
190116;0000;24;;;
190117;0000;23;;;
190118;0000;23;;;
190119;0000;28;;;
190120;0000;23;;;
190121;0000;24;;;
190122;0000;24;;;
190123;0000;25;;;
190124;0000;24;;;
190125;0000;30;;;
190126;0000;;;13;
190127;0000;13;;;
190128;0000;19;;;
190129;0000;26;;;
190130;0000;22;;;
190131;0000;29;;;
190201;0000;24;;;
190202;0000;20;;;
190203;0000;15;;;
190204;0000;20;;;
190205;0000;23;;;
190206;0000;25;;;
190207;0000;28;;;
190208;0000;27;;;
190209;0000;23;;;
190210;0000;16;;;
190211;0000;18;;;
190212;0000;25;;;
190213;0000;29;;;
190214;0000;23;;;
190215;0000;28;;;
190216;0000;22;;;
190217;0000;22;;;
190218;0000;21;;;
190219;0000;23;;;
190220;0000;;;13;
190221;0000;;;1;
190222;0000;;;6;
190223;0000;35;;;
190224;0000;35;;;
190225;0000;41;;;
190226;0000;40;;;
190227;0000;37;;;
190228;0000;41;;;
190301;0000;30;;;
190302;0000;24;;;
190303;0000;17;;;
190304;0000;25;;;
190305;0000;30;;;
190306;0000;35;;;
190307;0000;38;;;
190308;0000;38;;;
190309;0000;34;;;
190310;0000;28;;;
190311;0000;30;;;
190312;0000;35;;;
190313;0000;46;;;
190314;0000;41;;;
190315;0000;42;;;
190316;0000;52;;;
190317;0000;44;;;
190318;0000;46;;;
190319;0000;49;;;
190320;0000;55;;;
190321;0000;62;;;
190322;0000;63;;;
190323;0000;54;;;
190324;0000;49;;;
190325;0000;54;;;
190326;0000;60;;;
190327;0000;52;;;
190328;0000;54;;;
190329;0000;48;;;
190330;0000;45;;;
190331;0000;38;;;
190401;0000;21;;;
190402;0000;31;;;
190403;0000;49;;;
190404;0000;44;;;
190405;0000;37;;;
190406;0000;34;;;
190407;0000;30;;;
190408;0000;31;;;
190409;0000;30;;;
190410;0000;28;;;
190411;0000;35;;;
190412;0000;39;;;
190413;0000;42;;;
190414;0000;29;;;
190415;0000;43;;;
190416;0000;48;;;
190417;0000;48;;;
190418;0000;43;;;
190419;0000;27;;;
190420;0000;23;;;
190421;0000;23;;;
190422;0000;27;;;
190423;0000;34;;;
190424;0000;34;;;
190425;0000;38;;;
190426;0000;38;;;
190427;0000;26;;;
190428;0000;17;;;
190429;0000;32;;;
190430;0000;37;;;
190501;0000;36;;;
190502;0000;42;;;
190503;0000;44;;;
190504;0000;45;;;
190505;0000;31;;;
190506;0000;45;;;
190507;0000;36;;;
